Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Front,-0.019898,0.071194,78.996,38.642,468.172,148.085,101.156,Normal,None
Back,0.126301,0.046065,28.947,38.075,690.48,124.278,105.69,Normal,None
Back,-0.285855,-0.068646,28.53,23.411,293.139,111.629,119.055,Normal,None
Front,0.189593,-0.047808,114.854,26.243,227.056,103.453,110.088,Normal,None
Back,0.262398,-0.016535,188.115,16.225,328.201,120.295,115.521,Normal,None
Back,0.089521,0.099271,110.177,22.313,898.323,130.413,107.168,Normal,None
Back,0.233252,0.049487,45.219,13.967,875.318,116.639,112.897,Normal,None
Back,0.091796,-0.065386,119.623,0.599,799.544,144.919,100.524,Normal,None
Back,-0.2856,-0.055146,50.526,37.152,67.762,104.751,119.942,Normal,None
Back,-0.204186,-0.014786,86.579,-0.746,544.801,121.109,109.471,Normal,None
Back,-0.297567,-0.075814,78.821,35.527,230.457,135.145,109.772,Normal,None
Back,0.078664,0.054388,67.698,38.995,965.996,102.71,109.876,Normal,None
Back,0.116427,0.084142,132.721,-4.539,889.583,104.916,115.235,Normal,None
Back,-0.293526,0.028854,37.043,-1.256,292.13,147.084,102.457,Normal,None
Back,0.161569,-0.07955,186.18,20.868,820.907,122.72,107.042,Normal,None
Front,-0.117345,-0.002399,169.094,30.73,832.464,121.03,115.242,Normal,None
Back,0.290636,-0.03887,34.089,39.34,582.269,141.239,108.152,Normal,None
Front,-0.273727,-0.011296,192.27,7.151,913.47,117.799,118.474,Normal,None
Back,0.164067,0.064572,181.609,13.881,635.715,131.666,107.078,Normal,None
Front,0.04509,-0.070787,21.236,38.5,461.432,138.903,109.335,Normal,None
Back,-0.115935,0.028997,110.972,35.942,523.702,106.827,107.965,Normal,None
Back,-0.159437,0.097521,173.157,-8.3,601.821,115.661,109.364,Normal,None
Front,-0.283182,0.098851,193.444,9.644,979.033,156.209,109.308,Normal,None
Front,-0.121491,0.006725,79.045,-9.065,97.009,114.254,117.186,Normal,None
Back,-0.099239,0.091344,33.774,30.046,705.196,146.184,106.8,Normal,None
Front,-0.055391,-0.084748,70.178,27.974,204.434,135.343,101.209,Normal,None
Back,0.103491,-0.05767,168.38,38.349,408.793,112.276,104.879,Normal,None
Front,-0.140539,-0.06063,89.197,3.631,748.714,142.728,113.237,Normal,None
Back,0.237701,-0.082904,153.461,3.87,463.01,121.345,108.162,Normal,None
Front,0.293313,0.055012,192.118,27.362,164.374,143.897,101.631,Normal,None
Front,-0.114411,0.047916,192.234,-4.228,45.655,154.16,115.592,Normal,None
Front,-0.021431,0.019819,115.557,35.172,27.862,116.18,114.627,Normal,None
Front,0.044091,-0.039039,47.615,18.374,673.733,138.095,113.458,Normal,None
Front,-0.049524,-0.01711,151.96,12.275,407.553,124.411,104.805,Normal,None
Back,-0.292106,-0.068191,91.8,13.285,602.896,140.417,102.102,Normal,None
Back,-0.21028,0.005394,125.621,-0.971,130.648,159.006,111.742,Normal,None
Front,0.10816,-0.034077,121.459,36.943,823.038,131.452,110.188,Normal,None
Front,-0.024734,0.057836,94.103,12.699,629.732,108.793,107.365,Normal,None
Back,0.075183,0.028639,118.678,15.148,103.471,116.917,116.218,Normal,None
Front,0.288999,0.050392,56.879,36.096,437.153,108.691,100.85,Normal,None
Front,-0.278435,-0.062797,54.317,-4.045,649.968,122.787,116.765,Normal,None
Front,-0.226982,-0.082312,102.862,-0.67,905.814,144.655,103.443,Normal,None
Back,0.187237,-0.087511,30.581,37.583,748.575,143.371,115.608,Normal,None
Back,-0.276731,-0.00829,154.271,0.848,516.902,158.164,105.955,Normal,None
Back,-0.244466,0.044815,111.47,-8.87,237.515,146.101,115.583,Normal,None
Front,0.245986,0.095927,178.588,35.7,85.706,100.711,112.462,Normal,None
Back,-0.041606,-0.030119,46.862,6.41,879.222,143.533,118.537,Normal,None
Front,-0.0741,-0.007119,88.149,1.17,946.187,146.369,104.872,Normal,None
Front,-0.166212,-0.007416,42.905,1.895,719.535,102.97,101.494,Normal,None
Front,0.176715,0.095461,91.76,33.704,738.352,109.7,103.045,Normal,None
Back,0.1341,-0.064096,157.517,21.522,820.197,104.282,114.258,Normal,None
Back,-0.058573,0.063593,114.041,10.632,473.855,146.765,108.805,Normal,None
Front,-0.274677,0.097999,159.168,33.6,410.073,128.302,119.42,Normal,None
Front,-0.085963,0.063807,22.377,-0.25,135.971,131.846,107.091,Normal,None
Back,0.185898,0.048225,35.242,10.271,89.517,111.366,109.512,Normal,None
Back,-0.194632,-0.041876,132.9,31.697,56.168,109.218,111.243,Normal,None
Front,-0.146924,0.07498,152.007,-9.481,296.194,128.979,101.535,Normal,None
Back,0.11078,-0.056478,48.171,34.971,293.934,156.217,118.493,Normal,None
Back,-0.007971,0.019365,169.429,38.604,963.453,133.488,115.332,Normal,None
Back,-0.150151,0.070432,88.243,-4.055,533.981,145.708,105.514,Normal,None
Front,-0.19304,0.039781,35.892,18.783,276.136,102.983,107.968,Normal,None
Back,-0.185418,0.009559,151.667,0.597,139.256,123.689,105.898,Normal,None
Front,-0.153262,0.033156,176.403,30.056,677.596,148.616,116.378,Normal,None
Front,-0.028336,0.030429,100.071,14.45,459.999,133.114,113.829,Normal,None
Front,-0.181959,0.071586,115.761,27.604,549.685,126.286,100.367,Normal,None
Front,0.266174,0.055193,35.765,17.535,736.925,158.513,100.986,Normal,None
Front,0.075927,-0.065652,128.539,25.388,401.892,116.905,104.172,Normal,None
Back,0.143895,-0.076838,192.589,26.171,739.172,126.524,110.177,Normal,None
Back,-0.048576,0.001019,119.314,33.665,284.973,125.057,108.381,Normal,None
Front,0.120407,0.075788,82.929,20.743,580.702,102.006,112.639,Normal,None
Front,-0.097658,0.098015,140.241,0.187,209.149,155.447,119.187,Normal,None
Front,-0.15862,-0.069729,67.928,16.416,353.099,155.278,105.518,Normal,None
Back,-0.143818,0.024373,138.475,-2.453,629.926,115.769,102.445,Normal,None
Back,0.237825,0.090944,99.467,6.846,709.096,147.085,117.723,Normal,None
Back,-0.249775,-0.021685,155.468,-5.209,853.119,127.413,112.366,Normal,None
Front,-0.159941,-0.081905,180.319,16.156,871.29,104.893,111.062,Normal,None
Back,-0.158723,-0.05775,139.586,12.083,553.878,108.403,102.436,Normal,None
Front,0.208083,0.070212,165.131,-6.736,793.021,116.93,109.134,Normal,None
Back,-0.035245,0.035196,59.999,-8.427,440.301,104.362,117.195,Normal,None
Front,0.096552,-0.00151,93.158,38.282,524.394,101.341,107.043,Normal,None
Back,0.290426,-0.003898,115.729,4.546,522.781,137.978,103.057,Normal,None
Front,-0.269372,-0.055976,193.317,8.751,847.608,111.26,100.984,Normal,None
Front,0.224073,0.037236,99.295,-5.071,394.012,153.837,106.658,Normal,None
Back,0.246772,-0.059773,32.283,24.636,958.217,153.784,115.846,Normal,None
Front,-0.123979,-0.073662,33.062,36.793,215.077,152.23,106.779,Normal,None
Front,0.236511,-0.06409,59.59,23.135,747.596,120.176,115.32,Normal,None
Front,0.057202,0.028874,169.005,-2.436,463.096,107.458,113.807,Normal,None
Front,0.186472,-0.063345,44.611,5.548,78.376,158.478,107.293,Normal,None
Front,-0.228927,0.020279,118.666,-4.29,396.908,148.077,102.184,Normal,None
Front,0.220016,0.034838,61.946,33.643,440.27,117.773,116.639,Normal,None
Front,0.01664,0.013615,104.597,-2.636,831.667,116.736,103.375,Normal,None
Back,0.054936,-0.063817,135.969,10.677,236.001,101.234,107.513,Normal,None
Front,0.152385,-0.017511,88.181,-3.672,199.515,142.77,109.777,Normal,None
Back,0.122709,0.075956,153.589,35.056,732.845,147.526,111.642,Normal,None
Back,0.147572,0.074064,114.836,7.352,417.138,138.161,118.047,Normal,None
Front,0.155433,0.004887,193.688,11.543,445.214,136.271,117.787,Normal,None
Front,-0.279207,-0.051834,170.888,25.352,611.641,153.005,116.493,Normal,None
Back,-0.173194,0.030412,30.269,28.951,29.646,110.742,106.78,Normal,None
Front,0.151143,0.080215,101.959,12.003,184.429,123.423,119.034,Normal,None
Front,-0.101122,-0.073322,129.51,21.3,978.504,128.493,104.838,Normal,None
Back,0.166656,0.051584,114.162,-5.847,478.404,110.519,102.432,Normal,None
Back,-0.148232,0.0813,30.193,-9.157,663.939,111.476,117.066,Normal,None
Front,-0.022258,0.035947,22.304,30.635,503.47,129.325,102.89,Normal,None
Front,0.051108,0.017832,142.916,3.112,184.584,113.385,114.073,Normal,None
Front,-0.257007,0.053134,129.965,13.467,556.314,114.278,107.16,Normal,None
Front,-0.194868,0.058558,184.871,-0.801,798.531,143.719,100.511,Normal,None
Back,-0.08711,-0.085348,143.708,14.661,833.391,102.478,114.552,Normal,None
Front,0.000319,-0.084276,45.233,-6.572,934.157,144.265,107.141,Normal,None
Back,-0.153369,-0.091756,132.165,4.698,900.809,110.525,118.892,Normal,None
Back,0.220093,0.017776,75.245,-0.043,679.319,110.149,117.42,Normal,None
Back,-0.157272,-0.087867,95.783,-5.45,195.097,116.677,117.069,Normal,None
Back,-0.154783,0.030289,132.429,13.067,512.131,114.106,112.765,Normal,None
Front,-0.039024,-0.093721,173.107,-5.647,810.351,122.018,111.998,Normal,None
Front,-0.243609,-0.012471,25.554,13.052,795.401,143.239,119.343,Normal,None
Back,0.002092,-0.022426,139.724,39.044,508.386,116.865,107.267,Normal,None
Front,-0.024267,0.087673,124.824,30.84,551.334,100.974,116.681,Normal,None
Back,0.25152,0.00512,42.159,36.853,43.597,110.707,101.601,Normal,None
Back,-0.140381,0.011561,120.895,1.501,694.755,118.25,106.456,Normal,None
Back,-0.073314,-0.037211,136.192,23.369,33.777,153.31,111.436,Normal,None
Back,0.254599,-0.025385,140.48,25.147,147.237,108.042,102.39,Normal,None
Front,0.179766,0.078616,38.502,23.037,408.447,132.068,114.182,Normal,None
Front,0.18554,0.063605,158.009,16.592,298.254,137.434,118.147,Normal,None
Front,-0.186155,-0.067779,92.321,17.46,148.511,100.598,115.797,Normal,None
Back,-0.040074,0.086803,92.261,38.236,878.269,101.605,112.91,Normal,None
Front,-0.211729,-0.015024,153.417,-9.692,419.893,123.779,112.486,Normal,None
Back,0.075982,-0.080353,31.345,17.964,686.323,126.079,116.229,Normal,None
Front,-0.028619,-0.04607,87.735,24.881,563.64,113.151,116.508,Normal,None
Front,0.020821,-0.097537,91.863,7.708,821.334,150.594,110.534,Normal,None
Front,0.114019,0.050506,30.606,33.603,914.39,141.902,102.122,Normal,None
Front,-0.052488,-0.041622,92.303,22.164,317.021,150.215,118.036,Normal,None
Back,-0.207611,-0.081875,51.988,39.748,230.457,139.556,117.808,Normal,None
Back,-0.103094,0.064404,146.597,3.209,946.897,101.865,105.327,Normal,None
Back,0.177274,-0.050668,192.795,11.055,200.028,145.397,117.497,Normal,None
Front,-0.239077,0.078621,40.609,38.977,476.877,130.505,102.042,Normal,None
Back,0.13257,0.019672,179.215,38.928,692.911,150.612,107.701,Normal,None
Front,-0.249919,0.01425,137.786,19.31,554.132,109.856,107.762,Normal,None
Back,-0.282919,-0.083697,164.983,7.911,669.71,129.353,101.542,Normal,None
Back,-0.171703,-0.040273,58.483,24.171,905.846,118.499,109.264,Normal,None
Back,0.213895,-0.023389,187.125,27.306,832.474,130.361,112.433,Normal,None
Back,0.265111,-0.068395,110.374,39.103,485.941,121.93,118.497,Normal,None
Front,-0.204706,0.057375,161.471,-9.947,369.938,115.062,102.986,Normal,None
Back,0.283145,-0.079407,33.982,25.021,565.935,147.518,110.554,Normal,None
Back,-0.234162,-0.06275,167.304,20.742,497.617,145.302,105.178,Normal,None
Back,0.053685,-0.024251,123.434,8.963,957.909,105.465,108.346,Normal,None
Back,0.277729,0.051563,29.082,7.523,86.28,157.862,109.426,Normal,None
Front,0.15011,-0.046073,54.641,35.213,27.705,141.511,102.301,Normal,None
Back,-0.214384,0.020562,154.045,30.932,804.044,107.351,119.722,Normal,None
Back,0.165762,0.077097,123.693,26.38,448.406,138.826,104.942,Normal,None
Back,-0.114515,0.064669,58.793,6.256,501.358,123.082,102.554,Normal,None
Front,0.134718,0.097238,196.035,-1.142,199.96,112.183,105.534,Normal,None
Front,-0.091575,-0.082483,199.22,2.844,863.316,132.028,117.152,Normal,None
Back,-0.148031,0.008184,89.875,-3.378,60.597,147.171,115.364,Normal,None
Back,0.025994,-0.086411,36.955,-1.607,773.873,159.59,104.157,Normal,None
Front,0.269534,0.019209,40.386,29.308,742.374,148.371,103.829,Normal,None
Front,-0.10328,-0.076629,122.569,28.173,292.319,130.566,108.33,Normal,None
Front,-0.04406,-0.076542,31.382,22.472,916.508,129.091,110.352,Normal,None
Front,0.289837,-0.075882,90.86,11.424,763.12,132.629,107.393,Normal,None
Front,-0.0835,0.024514,139.666,5.78,118.664,111.597,107.537,Normal,None
Back,-0.076765,-0.031761,76.844,-0.589,55.111,134.227,119.643,Normal,None
Front,0.11906,0.035842,179.159,2.289,76.282,138.218,112.846,Normal,None
Front,-0.17963,0.016323,135.74,24.977,353.543,159.734,106.35,Normal,None
Front,-0.150448,-0.04836,187.594,22.397,542.561,108.957,106.643,Normal,None
Front,-0.20214,0.07767,43.308,11.4,76.355,150.095,114.347,Normal,None
Back,-0.183884,-0.088404,141.694,31.718,709.366,100.652,114.106,Normal,None
Back,-0.040856,-0.047778,191.312,39.421,607.747,142.559,109.688,Normal,None
Back,-0.088221,-0.09992,163.729,23.054,721.645,111.946,119.504,Normal,None
Back,0.181134,0.032351,157.231,9.493,757.728,119.291,112.412,Normal,None
Front,0.13866,0.071857,160.544,29.739,443.819,135.629,112.688,Normal,None
Back,0.190546,0.058267,177.723,31.821,379.389,113.118,111.0,Normal,None
Front,-0.077214,0.038826,85.611,39.574,937.437,129.949,115.125,Normal,None
Front,-0.002273,0.046825,187.799,29.075,437.758,139.51,105.539,Normal,None
Front,0.237974,0.096777,192.386,31.58,232.208,147.673,109.866,Normal,None
Front,-0.039474,0.059384,163.935,-9.556,824.168,137.687,110.357,Normal,None
Back,-0.095581,-0.085564,169.09,-2.572,560.858,154.185,111.7,Normal,None
Back,-0.282915,-0.02676,84.415,11.861,742.641,139.704,104.507,Normal,None
Front,0.055374,-0.03506,178.449,18.985,158.399,144.129,106.041,Normal,None
Front,0.218529,-0.033837,161.458,-4.062,934.782,115.627,102.825,Normal,None
Back,0.037537,-0.063947,175.718,30.846,23.942,108.036,104.611,Normal,None
Front,0.090356,0.000316,127.97,-0.39,680.086,140.136,102.111,Normal,None
Front,-0.21634,-0.073897,75.225,2.877,448.108,124.233,103.441,Normal,None
Back,-0.131124,-0.014028,135.159,2.468,887.639,159.33,119.405,Normal,None
Front,-0.251282,0.027344,83.085,18.274,414.362,125.088,107.318,Normal,None
Front,0.288396,0.064182,198.869,8.184,115.757,141.822,118.14,Normal,None
Back,0.278193,-0.04977,33.409,-2.231,805.119,159.708,102.58,Normal,None
Back,0.181243,0.084342,107.158,34.647,898.559,144.43,107.568,Normal,None
Front,-0.2918,-0.026518,125.65,1.598,14.8,136.747,119.569,Normal,None
Back,-0.099536,0.008046,50.199,32.028,590.18,115.068,115.772,Normal,None
Back,0.263427,-0.054327,126.401,-3.244,988.701,137.117,107.092,Normal,None
Back,-0.149392,-0.063485,35.752,-2.605,451.796,154.469,104.158,Normal,None
Front,-0.034483,-0.08068,162.486,27.624,863.096,151.047,111.491,Normal,None
Back,-0.142103,-0.089019,64.776,-5.128,818.275,141.529,103.297,Normal,None
Back,-0.28169,-0.024269,150.663,8.81,997.361,112.518,107.52,Normal,None
Back,0.160582,0.065071,100.31,1.776,430.376,144.889,106.129,Normal,None
Back,-0.15854,-0.073962,155.111,10.864,573.899,134.094,103.321,Normal,None
Front,0.269697,0.067803,139.358,9.904,422.191,101.645,110.906,Normal,None
Front,0.196486,-0.078058,139.202,22.236,6.204,100.762,109.056,Normal,None
Front,-0.256083,-0.025819,158.648,-1.291,584.263,132.422,102.983,Normal,None
Back,-0.255327,-0.009371,33.759,2.181,530.906,115.696,118.509,Normal,None
Back,-0.23331,0.024849,198.705,35.454,20.48,152.176,106.3,Normal,None
Front,0.041305,-0.084683,107.218,-2.478,116.705,126.637,115.733,Normal,None
Front,-0.009389,-0.025376,28.832,-4.85,756.77,143.827,106.175,Normal,None
Front,0.105417,-0.087443,36.467,17.041,601.527,135.268,100.655,Normal,None
Front,0.248055,0.048655,173.03,7.753,550.933,106.748,114.642,Normal,None
Back,0.019928,0.004127,91.453,20.528,576.445,140.675,112.188,Normal,None
Front,-0.17244,0.022823,90.682,34.989,626.453,157.604,107.482,Normal,None
Front,-0.151091,0.067392,62.37,-9.085,167.575,123.729,103.488,Normal,None
Front,-0.17567,0.001491,82.85,35.595,192.554,155.588,110.98,Normal,None
Back,0.209535,0.011269,138.42,32.793,352.516,112.915,103.719,Normal,None
Back,-0.161709,0.041062,40.698,20.089,333.804,148.759,114.387,Normal,None
Front,0.239589,0.051819,50.565,-7.826,763.369,154.68,112.719,Normal,None
Back,-0.241568,-0.03939,130.915,37.761,51.723,119.286,110.809,Normal,None
Front,-0.279704,0.011466,32.587,31.222,412.351,147.965,108.158,Normal,None
Back,0.295898,0.098912,149.351,26.921,611.819,146.675,100.627,Normal,None
Front,-0.126746,0.034309,113.682,19.446,668.086,157.489,109.64,Normal,None
Back,0.005434,-0.077398,98.219,7.597,924.62,105.412,100.204,Normal,None
Front,0.175224,0.033569,124.83,-3.786,906.166,129.561,113.991,Normal,None
Back,-0.214474,-0.066854,82.816,14.719,660.385,128.834,117.356,Normal,None
Back,0.026916,0.085717,80.685,-1.792,477.921,122.722,110.482,Normal,None
Front,-0.152136,0.039571,86.57,32.024,871.702,143.006,101.346,Normal,None
Back,0.251558,-0.07199,156.534,-5.227,220.421,107.397,109.332,Normal,None
Back,0.034556,-0.072326,45.569,25.942,957.101,154.342,119.769,Normal,None
Back,0.285588,0.093327,112.113,26.188,513.423,113.214,116.115,Normal,None
Front,0.21593,0.006434,51.468,6.508,663.445,146.054,111.841,Normal,None
Front,-0.062243,-0.044726,27.637,31.527,668.513,129.674,110.022,Normal,None
Back,-0.232299,0.046232,193.926,-9.484,243.007,145.575,102.945,Normal,None
Front,-0.092863,-0.021235,81.908,-8.926,963.587,128.235,100.337,Normal,None
Back,-0.165737,-0.097194,21.119,-0.456,448.386,113.693,105.816,Normal,None
Front,0.039287,-0.064442,164.516,-6.461,91.554,115.887,102.309,Normal,None
Back,-0.034681,0.043392,55.196,23.808,174.718,131.043,112.902,Normal,None
Front,-0.235949,0.023401,97.953,-4.863,217.352,110.764,103.428,Normal,None
Back,0.070351,0.054303,45.943,22.903,832.695,104.231,105.352,Normal,None
Front,0.065945,-0.043079,159.684,10.457,136.616,157.549,115.546,Normal,None
Back,0.086695,0.035303,24.222,19.983,935.135,148.294,117.989,Normal,None
Front,-0.153594,0.036415,138.892,27.578,379.261,151.518,110.74,Normal,None
Front,0.109519,-0.083404,186.164,12.378,257.417,106.734,106.344,Normal,None
Back,0.012731,0.004836,171.161,15.202,683.693,153.49,104.017,Normal,None
Front,0.080244,-0.087572,69.864,30.083,377.99,105.343,102.777,Normal,None
Front,-0.021222,-0.031625,41.551,30.364,374.74,111.005,118.707,Normal,None
Front,0.126709,-0.016959,90.477,9.811,356.215,109.341,105.21,Normal,None
Front,-0.00464,0.059146,60.048,10.778,997.244,109.521,101.54,Normal,None
Front,0.065569,0.021193,104.216,29.083,123.086,100.223,101.519,Normal,None
Back,0.203123,0.089083,98.003,18.35,852.852,136.785,118.828,Normal,None
Front,0.129254,0.04908,111.689,11.653,642.405,124.143,104.744,Normal,None
Front,-0.137023,0.025263,141.195,11.586,378.05,128.929,109.151,Normal,None
Back,0.188773,-0.083623,106.537,-0.985,175.506,108.545,112.048,Normal,None
Back,-0.034948,0.00408,55.445,6.06,410.585,148.491,117.683,Normal,None
Back,-0.025984,0.037077,26.488,-4.233,347.653,151.163,111.577,Normal,None
Front,-0.037019,0.048111,169.409,22.795,819.441,113.703,107.111,Normal,None
Back,0.24079,-0.014293,44.756,25.803,814.207,153.976,117.063,Normal,None
Front,0.002467,0.021478,192.784,32.614,4.582,123.138,107.115,Normal,None
Back,0.01649,-0.074898,54.452,21.287,788.241,135.967,102.902,Normal,None
Back,-0.024949,0.056847,34.198,-3.24,527.695,139.792,116.665,Normal,None
Back,0.15065,0.052868,102.67,34.035,313.368,115.481,104.776,Normal,None
Back,-0.176496,0.07079,71.899,27.793,575.59,148.578,107.693,Normal,None
Back,-0.145672,0.030532,152.489,17.41,746.739,114.448,110.789,Normal,None
Back,0.013341,0.006064,47.757,-2.744,546.725,123.597,109.721,Normal,None
Front,-0.078875,0.03063,195.72,0.978,251.521,150.914,117.511,Normal,None
Back,0.207623,-0.052767,126.559,-5.574,772.166,134.363,109.007,Normal,None
Front,-0.282004,0.041702,189.625,-7.031,659.293,143.282,103.173,Normal,None
Back,-0.230991,0.094292,28.411,13.929,625.597,106.316,110.029,Normal,None
Back,0.235575,-0.053631,195.675,16.724,35.0,159.228,118.948,Normal,None
Front,-0.040924,-0.099898,25.098,31.128,955.414,101.421,117.54,Normal,None
