Throttle_Position,Brake_Pressure,Steering_Angle,Vehicle_Speed,Gear_Position,Threat_Type,Attack_Severity
7.75,338.83,-11.13,1.88,P,Normal,None
47.48,83.57,18.98,9.41,P,Normal,None
58.56,222.66,-5.6,9.22,P,Normal,None
76.87,401.67,17.77,7.62,D,Normal,None
32.67,471.6,-12.68,1.29,R,Normal,None
5.83,296.44,21.13,24.96,R,Normal,None
12.4,228.78,24.65,28.54,D,Normal,None
67.6,468.36,8.53,1.74,N,Normal,None
77.02,257.28,-21.79,12.51,N,Normal,None
87.93,178.51,-6.16,7.97,D,Normal,None
44.17,494.82,-1.58,22.89,N,Normal,None
7.13,75.72,7.57,26.85,P,Normal,None
40.02,326.41,-21.01,1.66,N,Normal,None
17.84,385.1,-6.29,29.54,P,Normal,None
75.95,402.63,9.95,2.31,N,Normal,None
92.56,128.86,-23.51,24.79,R,Normal,None
6.19,13.56,-0.53,13.56,R,Normal,None
61.72,47.12,13.26,27.17,N,Normal,None
11.98,139.61,-25.91,2.12,R,Normal,None
75.27,415.19,-7.7,6.76,N,Normal,None
38.93,156.05,8.82,22.4,R,Normal,None
42.05,245.03,22.81,9.44,P,Normal,None
21.56,158.39,-0.15,26.18,R,Normal,None
21.0,353.42,-12.12,27.49,D,Normal,None
96.25,453.14,-11.24,26.97,D,Normal,None
27.14,349.82,-3.23,28.27,N,Normal,None
14.7,317.02,-2.32,21.7,N,Normal,None
16.85,129.64,28.75,20.11,D,Normal,None
86.95,310.48,-20.54,24.72,R,Normal,None
56.91,79.57,26.29,0.84,D,Normal,None
53.36,34.64,-10.91,27.1,N,Normal,None
76.2,223.86,21.53,19.05,P,Normal,None
56.13,451.77,-17.12,20.66,P,Normal,None
84.71,302.86,-19.64,19.26,D,Normal,None
35.7,334.15,-26.38,10.94,D,Normal,None
92.41,355.66,0.25,14.35,N,Normal,None
11.21,114.9,8.19,2.6,R,Normal,None
71.73,239.49,-2.06,24.84,D,Normal,None
80.71,171.9,25.35,2.12,N,Normal,None
29.01,467.62,25.24,26.52,P,Normal,None
14.84,211.43,14.79,26.17,R,Normal,None
43.59,256.45,2.55,10.68,R,Normal,None
38.72,46.48,2.68,9.2,P,Normal,None
1.94,484.12,-28.73,1.11,D,Normal,None
91.68,346.52,-8.82,4.75,P,Normal,None
19.99,185.5,24.87,6.15,N,Normal,None
2.62,224.72,-18.77,8.54,P,Normal,None
24.72,224.46,11.89,25.59,D,Normal,None
2.49,19.08,15.48,15.19,P,Normal,None
51.22,139.28,-26.99,17.96,R,Normal,None
12.71,408.69,22.98,13.21,N,Normal,None
45.68,303.41,-4.04,23.27,R,Normal,None
78.71,349.57,28.74,6.1,R,Normal,None
75.89,102.36,1.53,22.94,N,Normal,None
50.1,151.22,-0.12,23.7,R,Normal,None
38.17,274.66,-27.08,14.9,D,Normal,None
6.39,344.07,-17.4,14.66,D,Normal,None
98.5,72.39,19.15,21.61,D,Normal,None
57.52,413.11,13.72,21.61,D,Normal,None
99.44,446.06,6.02,9.42,R,Normal,None
64.95,83.17,-7.46,25.36,D,Normal,None
21.88,226.33,-1.99,16.19,N,Normal,None
27.89,152.1,-16.4,20.82,R,Normal,None
73.41,363.31,-19.42,15.2,P,Normal,None
49.09,317.42,6.09,2.56,R,Normal,None
8.29,120.41,1.04,28.96,R,Normal,None
32.9,459.84,13.24,14.22,R,Normal,None
70.03,429.59,-19.27,9.78,N,Normal,None
7.77,312.6,-28.7,14.35,D,Normal,None
66.35,248.58,-24.38,1.35,P,Normal,None
23.02,240.38,-16.75,20.71,R,Normal,None
8.76,431.11,7.15,1.71,D,Normal,None
71.46,343.72,1.5,21.05,D,Normal,None
20.58,127.43,12.31,11.09,N,Normal,None
74.01,207.03,21.31,29.62,N,Normal,None
97.88,468.11,4.98,2.95,R,Normal,None
55.56,357.29,-2.38,9.6,D,Normal,None
27.39,61.71,-8.97,18.29,D,Normal,None
68.74,346.64,-1.46,21.15,N,Normal,None
50.84,73.02,25.26,17.7,P,Normal,None
76.29,362.25,19.18,11.6,P,Normal,None
25.83,318.93,-15.24,11.51,R,Normal,None
34.5,307.03,6.34,19.41,N,Normal,None
4.7,304.59,-14.14,7.01,R,Normal,None
78.55,110.72,16.86,19.6,P,Normal,None
12.7,345.57,-26.51,21.61,P,Normal,None
20.3,185.17,-24.74,18.22,R,Normal,None
55.52,376.3,-7.93,24.68,N,Normal,None
33.39,95.28,27.52,26.37,R,Normal,None
30.7,371.96,3.51,21.84,D,Normal,None
13.84,187.76,-17.72,18.07,N,Normal,None
38.61,433.51,-16.52,18.81,D,Normal,None
2.7,325.05,21.34,6.5,N,Normal,None
66.28,344.76,-1.37,13.28,D,Normal,None
77.51,281.66,-3.15,29.69,D,Normal,None
63.74,317.74,-22.34,13.37,N,Normal,None
52.87,357.5,-11.26,21.54,D,Normal,None
60.36,256.13,-13.23,19.4,R,Normal,None
51.45,484.63,29.35,29.55,D,Normal,None
6.98,122.3,0.82,8.41,P,Normal,None
73.3,264.18,-15.97,15.24,R,Normal,None
64.81,470.87,14.33,2.3,P,Normal,None
53.11,378.89,29.36,23.12,N,Normal,None
37.52,43.76,-1.34,26.31,D,Normal,None
26.69,256.14,-17.93,27.49,D,Normal,None
80.3,357.27,0.59,28.45,R,Normal,None
89.5,335.77,-26.81,20.17,R,Normal,None
90.68,185.57,0.34,25.26,R,Normal,None
32.03,143.74,8.25,27.56,N,Normal,None
86.03,245.65,-8.82,5.84,N,Normal,None
22.43,360.76,18.76,28.5,D,Normal,None
43.22,1.86,15.31,14.33,N,Normal,None
15.28,328.07,29.21,18.83,P,Normal,None
51.5,215.86,-20.16,24.15,N,Normal,None
84.48,241.63,-25.03,23.33,P,Normal,None
46.46,132.67,-21.89,10.05,P,Normal,None
41.72,258.86,18.57,1.47,P,Normal,None
11.76,137.06,-27.44,17.92,N,Normal,None
6.85,225.83,-9.88,23.82,R,Normal,None
25.0,47.35,6.5,4.1,N,Normal,None
43.73,42.2,-2.05,7.01,P,Normal,None
62.79,394.37,-16.17,1.33,N,Normal,None
77.23,409.39,-25.58,3.29,D,Normal,None
30.15,243.09,-12.59,24.91,R,Normal,None
99.27,317.03,-29.06,1.72,N,Normal,None
69.42,5.16,17.95,7.17,P,Normal,None
12.65,263.73,2.05,3.89,R,Normal,None
62.11,276.8,2.57,10.1,D,Normal,None
89.93,102.48,7.79,24.74,R,Normal,None
83.78,384.16,-14.56,14.67,N,Normal,None
86.19,334.62,-0.98,26.88,N,Normal,None
96.96,285.83,-1.75,26.11,N,Normal,None
91.4,362.62,-24.0,19.88,R,Normal,None
32.53,259.07,-0.4,22.85,N,Normal,None
20.16,11.43,14.44,21.46,P,Normal,None
90.94,394.14,0.33,4.76,R,Normal,None
97.64,265.82,19.2,26.98,D,Normal,None
96.62,428.13,27.69,14.68,P,Normal,None
87.32,495.58,-6.96,19.47,R,Normal,None
25.42,104.18,-0.86,20.2,P,Normal,None
97.11,498.7,-2.07,27.26,R,Normal,None
87.52,256.3,-26.71,28.66,P,Normal,None
61.37,296.55,12.68,10.67,R,Normal,None
67.36,100.89,19.86,27.59,D,Normal,None
54.87,232.42,-19.97,13.59,P,Normal,None
76.49,348.68,11.34,24.31,P,Normal,None
20.24,449.74,16.26,1.87,N,Normal,None
53.78,141.21,2.75,19.12,R,Normal,None
57.63,19.48,8.16,24.61,P,Normal,None
32.73,254.93,17.72,20.46,D,Normal,None
50.08,390.27,-9.03,11.03,P,Normal,None
15.3,291.7,-4.76,22.3,P,Normal,None
32.06,116.24,-24.2,10.56,P,Normal,None
30.79,244.18,-0.84,0.13,D,Normal,None
22.88,431.41,16.68,9.47,R,Normal,None
87.87,356.3,-28.52,1.79,D,Normal,None
23.06,111.79,-13.75,24.44,N,Normal,None
16.62,251.5,5.47,12.93,P,Normal,None
26.9,497.29,-1.61,29.24,D,Normal,None
37.0,138.83,-4.33,27.28,P,Normal,None
62.88,71.91,-23.8,22.65,D,Normal,None
0.97,6.35,28.96,4.44,D,Normal,None
72.13,291.87,25.64,6.05,R,Normal,None
60.41,480.99,-21.66,15.48,P,Normal,None
24.66,402.03,-15.01,13.65,D,Normal,None
5.14,326.43,-1.62,29.04,N,Normal,None
82.84,488.8,4.58,5.95,D,Normal,None
25.49,425.89,29.26,13.57,R,Normal,None
23.84,440.1,7.44,8.96,N,Normal,None
22.19,138.98,-4.62,14.47,N,Normal,None
52.03,212.21,15.71,25.7,D,Normal,None
42.54,295.82,-24.18,17.25,D,Normal,None
11.57,385.36,-9.97,25.72,N,Normal,None
26.51,68.33,8.74,8.13,P,Normal,None
47.37,471.77,6.2,27.8,P,Normal,None
48.84,334.57,19.86,5.77,N,Normal,None
80.11,279.0,22.84,19.82,N,Normal,None
32.83,57.8,-23.04,24.89,R,Normal,None
76.13,204.36,10.19,8.13,R,Normal,None
95.19,44.37,-7.08,20.6,R,Normal,None
33.15,225.69,-18.14,13.94,P,Normal,None
17.09,286.73,-12.55,0.94,P,Normal,None
76.12,123.09,24.81,12.04,P,Normal,None
77.17,146.66,-25.49,27.79,N,Normal,None
38.15,354.33,-23.27,17.29,R,Normal,None
49.8,307.38,27.89,15.17,D,Normal,None
45.53,38.47,-21.71,29.78,D,Normal,None
93.42,133.58,-25.03,26.78,D,Normal,None
84.59,334.13,7.04,12.57,D,Normal,None
10.08,69.99,-4.43,7.4,D,Normal,None
4.99,335.61,6.94,8.24,N,Normal,None
36.32,17.17,-8.83,11.19,D,Normal,None
76.65,323.58,-25.53,9.99,D,Normal,None
89.95,478.73,17.29,5.53,N,Normal,None
73.5,263.41,16.24,24.69,P,Normal,None
89.52,66.76,-6.5,28.35,R,Normal,None
45.66,366.34,-14.06,5.33,N,Normal,None
74.01,278.61,-6.4,0.86,N,Normal,None
87.66,39.88,-3.9,20.15,N,Normal,None
30.85,242.12,18.23,10.62,R,Normal,None
74.22,92.41,0.62,4.27,N,Normal,None
34.64,241.75,0.99,1.21,R,Normal,None
24.62,402.73,-10.63,16.29,R,Normal,None
37.09,250.95,-18.39,8.93,P,Normal,None
45.38,164.08,-18.53,8.57,N,Normal,None
30.79,261.89,5.46,14.44,R,Normal,None
58.87,451.73,-20.32,23.93,R,Normal,None
59.36,478.26,10.95,19.44,D,Normal,None
29.34,434.4,0.99,0.81,R,Normal,None
86.8,295.69,-28.34,6.45,R,Normal,None
66.98,174.05,19.56,27.17,R,Normal,None
38.54,357.39,-28.97,8.31,P,Normal,None
27.96,332.93,1.5,9.31,R,Normal,None
78.22,6.89,-16.75,14.01,N,Normal,None
73.88,361.08,24.97,29.1,R,Normal,None
96.1,206.39,12.53,25.43,P,Normal,None
28.85,220.58,12.52,14.11,N,Normal,None
37.54,308.48,8.48,10.76,N,Normal,None
14.37,89.83,-5.63,16.94,N,Normal,None
21.85,288.11,-28.16,25.12,D,Normal,None
96.01,316.47,1.65,26.5,D,Normal,None
24.34,266.19,-9.7,21.01,D,Normal,None
58.34,294.57,-13.37,16.0,P,Normal,None
63.97,40.21,20.84,15.0,N,Normal,None
85.48,401.85,-23.98,6.57,P,Normal,None
38.04,93.48,-24.77,25.01,P,Normal,None
34.43,144.3,28.51,11.44,D,Normal,None
13.86,325.34,-26.62,17.03,P,Normal,None
25.39,324.97,-4.66,14.56,P,Normal,None
60.69,491.01,27.11,6.44,N,Normal,None
8.2,468.87,-21.48,27.6,R,Normal,None
36.18,379.15,-21.93,29.78,N,Normal,None
18.97,243.19,28.92,29.82,R,Normal,None
1.73,144.64,27.96,18.41,R,Normal,None
35.15,41.77,-8.82,19.95,D,Normal,None
23.82,287.46,-22.93,14.27,D,Normal,None
84.31,499.86,-21.54,5.75,D,Normal,None
22.02,175.28,15.12,24.29,P,Normal,None
70.32,261.26,28.77,28.74,P,Normal,None
57.55,180.46,15.93,17.42,P,Normal,None
72.92,363.74,15.01,20.31,N,Normal,None
82.22,61.91,-27.61,24.15,R,Normal,None
26.87,179.1,1.87,21.52,P,Normal,None
0.45,264.87,-17.87,10.58,P,Normal,None
25.94,130.41,-22.41,13.98,R,Normal,None
37.7,482.73,-16.74,10.96,N,Normal,None
5.22,130.57,-5.46,1.5,P,Normal,None
56.77,230.53,-8.72,25.68,D,Normal,None
12.29,294.63,27.22,7.92,P,Normal,None
46.64,163.86,9.63,0.43,D,Normal,None
62.37,443.3,0.92,21.6,P,Normal,None
84.0,356.54,0.41,23.24,N,Normal,None
33.74,40.23,-15.72,10.41,N,Normal,None
77.12,375.06,29.02,4.43,N,Normal,None
55.94,139.75,-1.47,21.82,D,Normal,None
99.73,355.86,20.45,8.6,R,Normal,None
67.48,234.54,-27.8,25.21,P,Normal,None
82.13,377.02,-3.61,27.69,D,Normal,None
25.59,412.02,-27.09,6.6,D,Normal,None
53.71,491.32,-13.56,12.33,D,Normal,None
79.28,243.49,-5.27,17.69,P,Normal,None
78.26,425.55,1.62,14.9,N,Normal,None
42.27,150.97,6.24,23.1,R,Normal,None
12.21,85.44,-18.7,10.61,P,Normal,None
88.62,281.15,-13.73,23.17,N,Normal,None
24.12,262.77,6.25,22.63,P,Normal,None
87.2,364.34,-23.95,28.67,R,Normal,None
71.53,408.97,13.51,26.95,P,Normal,None
42.21,256.65,-2.36,12.21,D,Normal,None
56.94,352.81,-9.87,20.23,D,Normal,None
89.88,112.75,10.15,23.31,N,Normal,None
11.92,126.31,-24.81,23.29,D,Normal,None
43.23,280.41,22.32,27.86,D,Normal,None
80.01,458.39,-3.02,11.97,P,Normal,None
4.43,470.95,12.94,16.39,R,Normal,None
61.81,37.88,-23.47,19.12,D,Normal,None
85.67,470.44,-10.85,9.07,N,Normal,None
95.68,457.96,-20.23,25.27,R,Normal,None
74.91,52.32,-3.81,15.03,P,Normal,None
39.79,124.21,7.42,20.9,D,Normal,None
64.27,179.16,21.98,19.66,P,Normal,None
62.53,279.75,-10.33,0.33,R,Normal,None
94.74,449.25,-25.88,1.69,R,Normal,None
61.14,147.96,-20.0,3.09,N,Normal,None
69.83,401.73,22.58,25.9,D,Normal,None
61.33,361.91,15.56,22.7,P,Normal,None
7.63,85.31,29.54,9.29,N,Normal,None
53.45,288.6,-23.29,14.7,R,Normal,None
6.63,152.26,25.84,21.15,P,Normal,None
88.59,295.58,6.92,7.27,D,Normal,None
97.75,378.71,14.64,9.68,R,Normal,None
90.43,216.61,25.27,4.71,N,Normal,None
86.68,239.73,-5.67,4.13,R,Normal,None
34.76,262.28,8.11,8.76,N,Normal,None
77.54,35.5,-21.52,7.85,N,Normal,None
40.97,327.13,-10.23,13.08,R,Normal,None
16.01,278.74,4.39,10.34,N,Normal,None
88.53,153.47,-6.85,13.44,D,Normal,None
11.32,256.04,-9.11,12.86,N,Normal,None
79.0,63.7,-9.8,14.7,R,Normal,None
66.09,209.1,7.65,7.15,D,Normal,None
32.89,350.41,-12.32,14.51,R,Normal,None
43.31,420.27,9.28,8.73,R,Normal,None
78.24,287.98,-12.33,9.68,R,Normal,None
58.95,146.79,9.32,0.12,N,Normal,None
86.2,193.64,27.12,1.03,R,Normal,None
48.33,208.37,26.13,6.8,N,Normal,None
93.94,281.88,-19.47,20.45,R,Normal,None
98.97,245.47,-21.63,25.86,R,Normal,None
32.88,344.04,4.41,16.69,R,Normal,None
76.31,257.13,-23.54,26.87,P,Normal,None
14.46,25.77,-19.98,16.23,P,Normal,None
28.76,167.85,4.16,10.25,D,Normal,None
91.19,135.22,-2.03,5.57,D,Normal,None
6.36,412.69,21.76,1.5,N,Normal,None
36.03,420.83,-26.13,22.88,D,Normal,None
5.69,101.04,-21.42,26.09,N,Normal,None
32.0,305.04,-25.6,13.41,R,Normal,None
5.02,237.52,-23.91,3.68,N,Normal,None
96.51,293.04,-0.05,29.21,D,Normal,None
96.53,467.89,-3.77,1.28,N,Normal,None
62.89,460.63,-21.48,13.29,D,Normal,None
74.88,450.44,28.02,5.02,P,Normal,None
7.99,272.82,12.59,17.6,P,Normal,None
48.38,261.34,13.1,10.6,N,Normal,None
94.06,334.48,-8.85,20.19,D,Normal,None
24.51,23.23,-2.48,16.26,N,Normal,None
59.94,404.53,13.76,21.68,R,Normal,None
4.25,314.58,10.7,10.94,R,Normal,None
13.2,26.49,15.37,22.06,P,Normal,None
61.61,180.53,-2.92,8.01,P,Normal,None
87.09,95.72,20.21,19.22,R,Normal,None
99.18,122.49,-18.06,28.78,D,Normal,None
99.41,231.38,-14.01,19.57,R,Normal,None
29.0,274.73,16.41,16.88,P,Normal,None
81.21,29.64,-12.22,24.95,N,Normal,None
36.97,309.92,-20.37,16.06,R,Normal,None
42.13,178.38,17.32,4.2,P,Normal,None
8.45,108.03,-10.64,4.15,D,Normal,None
32.28,408.23,-15.4,15.44,D,Normal,None
8.52,327.31,27.82,22.26,D,Normal,None
74.07,4.43,-1.68,6.62,N,Normal,None
54.47,478.79,15.61,17.71,R,Normal,None
58.96,469.59,11.17,26.87,N,Normal,None
38.78,232.52,19.35,5.02,N,Normal,None
66.77,44.53,24.72,26.82,P,Normal,None
14.8,102.31,-17.6,14.34,R,Normal,None
89.84,195.63,-28.31,3.17,P,Normal,None
24.43,384.64,-2.63,4.49,D,Normal,None
46.95,378.89,-21.93,11.49,R,Normal,None
70.03,362.62,12.33,15.68,P,Normal,None
40.05,364.24,0.39,6.68,N,Normal,None
61.92,288.78,29.76,28.89,N,Normal,None
60.49,272.03,-27.53,17.05,D,Normal,None
46.07,224.61,-3.45,10.26,N,Normal,None
4.59,327.77,-15.56,0.24,D,Normal,None
11.8,429.48,-23.71,14.29,D,Normal,None
37.73,249.5,-2.87,1.62,N,Normal,None
89.71,202.31,4.76,29.21,R,Normal,None
43.34,321.28,-14.93,14.2,P,Normal,None
99.3,244.57,14.99,0.53,R,Normal,None
0.36,195.63,18.89,15.53,P,Normal,None
21.06,2.77,-21.46,3.95,D,Normal,None
68.68,264.78,12.98,0.15,R,Normal,None
53.95,15.8,-9.92,8.45,P,Normal,None
98.43,452.3,-27.01,9.04,D,Normal,None
17.44,173.95,0.72,20.79,D,Normal,None
81.31,5.72,-4.46,24.67,D,Normal,None
52.25,483.02,-4.19,13.38,N,Normal,None
42.98,398.43,13.36,10.39,P,Normal,None
24.93,5.87,-28.18,21.11,N,Normal,None
5.46,434.48,28.84,7.58,R,Normal,None
82.05,272.55,21.05,5.82,P,Normal,None
66.5,434.46,27.71,3.06,R,Normal,None
47.75,266.8,-3.96,2.39,N,Normal,None
79.49,319.56,9.7,6.41,D,Normal,None
35.97,399.85,14.53,12.96,N,Normal,None
26.8,250.46,25.85,26.84,R,Normal,None
45.71,413.38,17.27,22.83,N,Normal,None
5.03,464.94,-3.88,14.5,P,Normal,None
61.67,419.77,-28.17,11.0,D,Normal,None
5.97,467.33,-19.62,27.82,D,Normal,None
21.46,42.62,-27.66,21.23,P,Normal,None
7.19,231.09,14.55,13.7,P,Normal,None
12.86,126.76,25.9,18.56,R,Normal,None
75.28,480.45,-24.95,10.85,N,Normal,None
7.97,315.83,1.78,8.45,P,Normal,None
86.52,432.23,-18.17,9.18,P,Normal,None
87.22,460.38,-6.37,20.65,P,Normal,None
82.35,423.21,27.38,14.62,D,Normal,None
23.01,141.6,26.84,0.81,D,Normal,None
0.99,322.28,26.19,17.26,N,Normal,None
13.59,19.36,28.02,17.22,P,Normal,None
35.16,200.59,0.38,20.08,N,Normal,None
47.48,7.75,-18.34,15.51,R,Normal,None
99.92,181.98,28.92,7.35,R,Normal,None
58.49,434.5,7.13,16.27,N,Normal,None
4.22,465.52,10.24,2.76,N,Normal,None
34.94,199.44,-25.21,27.02,N,Normal,None
94.02,382.78,27.14,21.91,N,Normal,None
28.16,438.38,-12.43,7.82,R,Normal,None
90.08,257.14,18.84,22.59,D,Normal,None
26.3,43.34,-0.48,6.19,N,Normal,None
10.22,134.43,14.11,12.85,R,Normal,None
89.36,210.2,26.0,11.67,R,Normal,None
9.16,392.65,-13.66,19.85,D,Normal,None
61.11,415.58,26.97,10.69,R,Normal,None
76.32,222.42,-25.62,24.08,D,Normal,None
7.09,39.62,-1.05,12.59,R,Normal,None
96.39,348.68,-17.41,16.32,N,Normal,None
43.81,393.99,-8.16,7.35,R,Normal,None
40.58,34.35,26.32,24.6,R,Normal,None
95.04,237.69,15.29,12.48,R,Normal,None
55.89,390.22,2.54,4.48,P,Normal,None
99.12,267.72,-27.23,4.17,D,Normal,None
91.41,424.65,18.44,24.51,R,Normal,None
26.37,155.98,24.1,21.7,P,Normal,None
43.61,442.3,29.88,17.52,D,Normal,None
22.16,102.59,-27.67,6.96,D,Normal,None
45.45,175.62,-21.47,22.01,N,Normal,None
45.93,252.69,16.71,11.39,R,Normal,None
52.86,198.63,-12.8,4.12,N,Normal,None
93.46,472.38,22.42,6.11,R,Normal,None
4.86,96.3,7.68,19.39,P,Normal,None
31.8,78.31,-1.45,16.57,N,Normal,None
74.92,294.7,-10.21,12.37,P,Normal,None
84.8,70.15,27.49,22.59,N,Normal,None
32.82,200.51,14.67,23.41,P,Normal,None
47.58,107.83,0.24,9.82,R,Normal,None
2.18,80.11,-5.9,25.84,P,Normal,None
44.87,201.87,-8.65,6.29,N,Normal,None
80.04,140.67,-1.07,24.34,D,Normal,None
12.37,151.19,-12.37,23.01,D,Normal,None
44.46,473.91,11.49,0.76,R,Normal,None
95.6,49.68,-29.79,6.69,D,Normal,None
91.53,31.86,25.99,13.38,D,Normal,None
92.03,187.73,24.69,24.5,D,Normal,None
25.93,265.67,-23.35,15.83,D,Normal,None
67.01,476.36,29.41,11.08,R,Normal,None
78.84,87.76,-18.91,0.47,P,Normal,None
37.43,139.33,14.52,22.86,P,Normal,None
1.21,374.85,24.6,21.99,R,Normal,None
5.45,129.56,-19.12,10.96,D,Normal,None
21.95,168.33,-4.22,13.73,D,Normal,None
41.65,189.63,10.49,27.24,P,Normal,None
88.99,489.96,12.91,1.01,P,Normal,None
81.23,260.05,-19.52,3.81,P,Normal,None
14.56,401.48,-20.33,28.4,N,Normal,None
78.99,380.51,-21.01,23.5,R,Normal,None
43.19,35.75,0.41,26.69,P,Normal,None
33.34,43.76,2.74,4.93,P,Normal,None
62.56,33.89,-7.3,1.25,D,Normal,None
6.58,325.49,-15.26,24.93,P,Normal,None
80.79,375.04,-15.24,25.63,N,Normal,None
85.49,331.11,17.04,17.3,P,Normal,None
2.24,317.06,4.38,28.74,N,Normal,None
10.35,244.78,18.32,22.78,D,Normal,None
84.59,267.05,-12.91,14.24,P,Normal,None
76.72,2.2,-10.35,21.62,R,Normal,None
75.35,397.73,-16.89,12.35,P,Normal,None
6.47,146.81,-25.1,29.96,R,Normal,None
33.53,301.46,16.34,6.89,N,Normal,None
63.39,14.44,-0.05,7.86,D,Normal,None
51.34,265.61,-22.42,9.4,P,Normal,None
53.56,253.62,-15.58,6.87,P,Normal,None
37.4,39.39,26.16,7.31,N,Normal,None
13.1,37.57,2.23,26.23,P,Normal,None
54.93,239.34,15.23,10.47,R,Normal,None
21.52,301.12,9.88,5.74,P,Normal,None
21.59,201.23,-29.29,19.63,R,Normal,None
68.9,61.4,14.77,22.79,R,Normal,None
20.06,278.48,-15.41,3.36,D,Normal,None
41.89,449.8,25.63,11.65,D,Normal,None
96.84,92.07,-29.62,21.21,R,Normal,None
6.84,11.05,1.1,27.57,N,Normal,None
48.76,184.78,-18.9,13.76,N,Normal,None
27.13,417.95,10.74,10.01,N,Normal,None
33.02,476.08,14.95,28.13,N,Normal,None
35.49,53.32,-4.72,3.16,R,Normal,None
35.83,281.72,-20.87,1.19,N,Normal,None
90.25,308.42,-6.13,26.4,D,Normal,None
36.32,330.0,1.75,29.92,D,Normal,None
0.61,28.84,9.72,8.09,P,Normal,None
48.77,462.05,19.77,14.59,R,Normal,None
69.95,88.49,-14.83,24.14,D,Normal,None
10.95,307.26,12.26,11.7,R,Normal,None
44.89,46.66,-18.03,17.4,R,Normal,None
12.54,144.01,24.81,0.28,N,Normal,None
12.83,45.94,2.65,14.99,N,Normal,None
32.86,30.4,5.54,2.94,D,Normal,None
96.09,479.24,-24.32,29.04,D,Normal,None
1.22,250.28,3.45,21.72,N,Normal,None
11.72,131.65,24.81,29.08,P,Normal,None
20.62,45.99,8.29,9.34,N,Normal,None
74.52,219.05,-6.31,3.94,R,Normal,None
18.71,203.47,-7.59,10.96,P,Normal,None
98.51,305.19,10.36,0.46,D,Normal,None
25.33,149.56,-15.37,27.61,N,Normal,None
46.97,155.26,8.12,8.64,P,Normal,None
25.12,479.2,-29.68,14.8,D,Normal,None
12.42,396.7,4.53,24.11,R,Normal,None
16.54,254.98,-6.11,13.83,N,Normal,None
19.89,423.35,10.75,2.81,P,Normal,None
34.1,206.04,21.4,6.43,P,Normal,None
72.25,443.9,-29.48,0.99,D,Normal,None
96.3,484.34,-28.4,27.52,N,Normal,None
44.19,198.58,28.56,21.32,R,Normal,None
43.04,340.59,18.42,17.35,N,Normal,None
42.47,336.91,-27.26,4.12,P,Normal,None
28.34,356.65,6.44,23.74,P,Normal,None
75.15,370.08,2.26,28.44,N,Normal,None
75.62,145.74,-16.2,5.09,R,Normal,None
89.4,132.18,14.24,4.11,R,Normal,None
85.0,117.85,23.53,12.44,P,Normal,None
11.3,63.18,-19.49,22.86,D,Normal,None
57.17,52.11,0.88,24.39,D,Normal,None
55.05,426.41,17.11,8.28,P,Normal,None
21.7,353.19,18.09,12.77,D,Normal,None
92.12,189.88,29.25,20.37,N,Normal,None
77.33,492.25,-0.03,20.7,P,Normal,None
47.59,40.31,-3.11,13.6,P,Normal,None
77.61,359.36,-8.51,5.37,N,Normal,None
57.87,158.2,19.22,18.8,N,Normal,None
3.79,49.65,16.44,22.22,N,Normal,None
51.49,133.69,8.78,26.27,P,Normal,None
81.07,261.28,23.08,15.47,R,Normal,None
45.84,87.72,-13.5,16.86,N,Normal,None
84.4,250.71,-13.67,23.55,N,Normal,None
21.58,6.21,-11.63,18.82,R,Normal,None
88.61,412.22,-14.1,17.99,N,Normal,None
18.96,250.0,-21.45,13.44,D,Normal,None
4.61,433.61,18.31,21.46,R,Normal,None
75.16,334.7,23.5,13.95,P,Normal,None
50.04,477.71,-25.95,28.28,N,Normal,None
10.85,88.2,21.92,11.12,N,Normal,None
58.29,333.3,6.18,1.19,N,Normal,None
80.35,22.06,16.91,7.34,R,Normal,None
19.72,382.06,-5.3,16.01,P,Normal,None
75.35,224.65,-2.45,20.5,D,Normal,None
97.99,151.6,-15.73,2.03,R,Normal,None
18.2,255.4,-3.49,11.07,N,Normal,None
68.78,238.05,26.58,4.75,P,Normal,None
72.1,283.15,-19.83,26.82,D,Normal,None
51.36,131.1,20.13,18.92,P,Normal,None
67.73,39.5,14.95,2.65,R,Normal,None
39.54,462.52,0.74,6.41,R,Normal,None
90.33,183.86,-24.52,15.27,P,Normal,None
38.48,239.29,14.44,4.4,D,Normal,None
5.22,338.53,13.01,0.79,R,Normal,None
10.68,325.53,-3.29,26.81,R,Normal,None
4.24,481.22,-4.62,19.3,D,Normal,None
82.69,324.29,-9.78,26.86,R,Normal,None
49.49,38.46,18.43,25.08,D,Normal,None
42.53,200.86,-9.53,25.51,N,Normal,None
38.81,329.05,-9.2,29.73,D,Normal,None
73.57,429.54,-14.65,14.65,D,Normal,None
26.68,382.29,-13.29,8.0,P,Normal,None
5.41,194.18,-29.15,0.67,P,Normal,None
38.8,267.4,15.41,25.9,D,Normal,None
51.77,217.19,23.11,5.62,D,Normal,None
43.92,487.43,9.55,14.77,R,Normal,None
68.1,365.57,-5.9,20.4,D,Normal,None
67.54,280.44,3.55,3.24,N,Normal,None
86.09,404.36,-28.4,27.26,R,Normal,None
67.39,153.77,29.39,14.14,P,Normal,None
24.65,201.79,-1.61,6.26,R,Normal,None
7.7,44.91,17.81,14.5,P,Normal,None
41.32,23.28,-29.78,0.61,P,Normal,None
